,id,Category_name,Category_number,Product,Manufacturer / product label / country of origin,Procured_in,Antioxidant_content_in_mmol/100g,Comment,Query,Amazon_url
14,15,Berries and berry products,1,"Blackberries, Dessert Berries, without sugar, frozen","Norske Dessertbær, Norway (berries from Poland)",Norway,5.98,3,Blackberries++Dessert+Berries++without+sugar++frozen,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blackberries++Dessert+Berries++without+sugar++frozen
15,16,Berries and berry products,1,"Blackberries, dried, ""Loch Ness""","The Norwegian Crop Research Institute, Norway",Norway,37.08,5,"Blackberries++dried++""Loch+Ness""","https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blackberries++dried++""Loch+Ness"""
16,17,Berries and berry products,1,"Blackberries, wild",Norway,Norway,6.13,4,Blackberries++wild,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blackberries++wild
17,18,Berries and berry products,1,"Blackcurrant, cultivated",Norway,Norway,5.49,3,Blackcurrant++cultivated,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blackcurrant++cultivated
18,19,Berries and berry products,1,"Blackcurrant, cultivated, ""Ben Tiran""",Norwegian University of Life Sciences,Norway,9.09,5,"Blackcurrant++cultivated++""Ben+Tiran""","https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blackcurrant++cultivated++""Ben+Tiran"""
19,20,Berries and berry products,1,"Blackcurrant, syrup (100%), with sugar (undiluted)","Lerum, Norway",Norway,2.38,3,Blackcurrant++syrup++100%+++with+sugar++undiluted+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blackcurrant++syrup++100%+++with+sugar++undiluted+
20,21,Berries and berry products,1,"Blackcurrant, syrup (40%), with sugar (undiluted)","Stabburet, Norway",Norway,2.73,3,Blackcurrant++syrup++40%+++with+sugar++undiluted+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blackcurrant++syrup++40%+++with+sugar++undiluted+
21,22,Berries and berry products,1,"Blackcurrant, syrup (54%), with sugar (undiluted)","Røra fabrikker, Norway",Norway,2.98,3,Blackcurrant++syrup++54%+++with+sugar++undiluted+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blackcurrant++syrup++54%+++with+sugar++undiluted+
22,23,Berries and berry products,1,"Blackcurrant, syrup, without sugar (undiluted)","Helios, Norway",Norway,4.15,3,Blackcurrant++syrup++without+sugar++undiluted+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blackcurrant++syrup++without+sugar++undiluted+
23,24,Berries and berry products,1,Blueberries,Poland,Norway,9.24,4,Blueberries,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries
24,25,Berries and berry products,1,"Blueberries, canned, heavy syrup, drained liquid",S&W,USA,2.53,6,Blueberries++canned++heavy+syrup++drained+liquid,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++canned++heavy+syrup++drained+liquid
25,26,Berries and berry products,1,"Blueberries, canned, heavy syrup, drained solids",S&W,USA,2.79,6,Blueberries++canned++heavy+syrup++drained+solids,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++canned++heavy+syrup++drained+solids
26,27,Berries and berry products,1,"Blueberries, canned, light syrup, drained liquid",Oregon,USA,1.65,6,Blueberries++canned++light+syrup++drained+liquid,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++canned++light+syrup++drained+liquid
27,28,Berries and berry products,1,"Blueberries, canned, light syrup, drained solids",Oregon,USA,2.01,6,Blueberries++canned++light+syrup++drained+solids,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++canned++light+syrup++drained+solids
28,29,Berries and berry products,1,"Blueberries, cultivated",Norway,Norway,1.92,4,Blueberries++cultivated,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++cultivated
29,30,Berries and berry products,1,"Blueberries, cultivated",,USA,1.85,6,Blueberries++cultivated,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++cultivated
30,31,Berries and berry products,1,"Blueberries, cultivated",,Norway,1.26,3,Blueberries++cultivated,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++cultivated
31,32,Berries and berry products,1,"Blueberries, cultivated, ""Aron""",Norwegian University of Life Sciences,Norway,3.79,5,"Blueberries++cultivated++""Aron""","https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++cultivated++""Aron"""
32,33,Berries and berry products,1,"Blueberries, cultivated, ""Hardyblue""",Norwegian University of Life Sciences,Norway,3.96,5,"Blueberries++cultivated++""Hardyblue""","https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++cultivated++""Hardyblue"""
33,34,Berries and berry products,1,"Blueberries, Dessert Berries, without sugar, frozen","Norske Dessertbær, Norway (berries from Poland)",Norway,7.13,3,Blueberries++Dessert+Berries++without+sugar++frozen,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++Dessert+Berries++without+sugar++frozen
34,35,Berries and berry products,1,"Blueberries, dried","USA, Eurocompany srl, Godo, Italy",Norway,1.32,3,Blueberries++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberries++dried
35,36,Berries and berry products,1,"Blueberry, jam","Heistad, Norway",Norway,2.68,3,Blueberry++jam,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberry++jam
36,37,Berries and berry products,1,"Blueberry, jam","Eldorado, Norgesgruppen, Norway",Norway,2.88,3,Blueberry++jam,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberry++jam
37,38,Berries and berry products,1,"Blueberry, jam, Naturlig lett","Nora, Stabburet, Norway",Norway,4.71,3,Blueberry++jam++Naturlig+lett,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberry++jam++Naturlig+lett
38,39,Berries and berry products,1,"Blueberry, jam, Noras hjemmelagde","Nora, Stabburet, Norway",Norway,3.6,3,Blueberry++jam++Noras+hjemmelagde,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberry++jam++Noras+hjemmelagde
39,40,Berries and berry products,1,"Blueberry, jam, Wild Blueberry Spread","Meridian Foods, UK",Norway,1.44,3,Blueberry++jam++Wild+Blueberry+Spread,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberry++jam++Wild+Blueberry+Spread
40,41,Berries and berry products,1,"Blueberry, syrup (undiluted)","Hervik, Norway",Norway,2.41,3,Blueberry++syrup++undiluted+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberry++syrup++undiluted+
41,42,Berries and berry products,1,"Blueberry, syrup, without sugar (undiluted)","Helios, Norway",Norway,5.91,3,Blueberry++syrup++without+sugar++undiluted+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blueberry++syrup++without+sugar++undiluted+
42,43,Berries and berry products,1,"Chokeberries, black, wild",Norway,Norway,13.48,4,Chokeberries++black++wild,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chokeberries++black++wild
43,44,Berries and berry products,1,"Cloudberries, wild",Norway,Norway,2.53,4,Cloudberries++wild,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cloudberries++wild
44,45,Berries and berry products,1,"Cloudberries, wild, frozen",Sweden,Norway,3.44,3,Cloudberries++wild++frozen,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cloudberries++wild++frozen
45,46,Berries and berry products,1,"Cranberries, cultivated",,USA,3.29,6,Cranberries++cultivated,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cranberries++cultivated
46,47,Berries and berry products,1,"Cranberries, dried",NaturataSpielberger AG,Norway,2.03,3,Cranberries++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cranberries++dried
47,48,Berries and berry products,1,"Cranberries, dried","USA, Eurocompany srl, Godo, Italy",Norway,1.9,3,Cranberries++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cranberries++dried
48,49,Berries and berry products,1,"Cranberries, dried","Safeway, USA",USA,1.64,3,Cranberries++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cranberries++dried
49,50,Berries and berry products,1,Cranberry craisins cherry flavor,Ocean Spray,USA,1.47,3,Cranberry+craisins+cherry+flavor,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cranberry+craisins+cherry+flavor
